text_unit_ids,entity_ids,id
01ac87bdb9e15b741457aeeb3a0a078a,"['b45241d70f0e43fca764df95b2b81f77' '9646481f66ce4fd2b08c2eddda42fc82'
 '1eb829d0ace042089f0746f78729696c' 'f9005e5c01b44bb489f7112322fd1162'
 '80a04aa18cd649d584292f23b10c0727' 'ea27218042d640fd81c23eb64aff6b46'
 '5cbced0ba7044b7490f520a436261c57' 'eae5dbff400547a0ba1447d3d717f2ab'
 'b808385cf20c48638671607c89cdeb26' '5297d7d5a0cd48649d04625095a5f734'
 '32f5fc7a303a4f3780c617d50925ba41' 'ebe23c8438f54b92a6971766f57a011e']",01ac87bdb9e15b741457aeeb3a0a078a
01d7f8894c491de612df1ae4214b3d21,"['b45241d70f0e43fca764df95b2b81f77' '9646481f66ce4fd2b08c2eddda42fc82'
 'f9005e5c01b44bb489f7112322fd1162' 'b0e3ee2324054c88adacdf80db13278f'
 '334893aed6fc4cabab18b5c17bed849f' '2094c9f1c2f9403cbbae1597e0a53a9f'
 'b04ab5b7b7f944ffa345a5d5ec96f51a' '6793ce937d634210a60368b024b8fabc'
 '5cebfba098254d03b73259dbed7b9af2']",01d7f8894c491de612df1ae4214b3d21
038b87836a36a8f2cc001753401698b0,"['b45241d70f0e43fca764df95b2b81f77' 'eae5dbff400547a0ba1447d3d717f2ab'
 'b808385cf20c48638671607c89cdeb26' '140eefdeb49f4bfa8740b2dffb72b2cd'
 '561bd465f8394e9c8ad97eb7ce9b6a2f' '264dbe1c7bfb4e9d86220eefd6fa47bc'
 'c0cc021da8dc495eb1b5498a7911a8ab' 'e2e20b798a7e4e9ba0ed11f52f55584f']",038b87836a36a8f2cc001753401698b0
03b6874677e73f3de75655ff1161db84,"['b45241d70f0e43fca764df95b2b81f77' '4adee3aad6524a4aa4c4711c1ee05e64'
 '2091070e709e45f5ae56d40a9da45520' '09045ef5c4314dde9a631a206274563f']",03b6874677e73f3de75655ff1161db84
0550fae2192e878e23c1d879d621183b,"['b45241d70f0e43fca764df95b2b81f77' 'fc01e9baa80e417c9206f941bb279407'
 '469aeef98cd1421fa123277b93d7b83a' '4e43d95d1f6145639d454af82cc15bda'
 '3882af551aea4422ba8f5e90eff8b1a5' '399f15cf9c0c4de4b8dde2d8678e1550'
 '4adf642b77c84c1c9a8d6557d5f562be' '0046e3175dcc442483e4d936ac7ddcc4'
 'b38f56bcb2b940eb94519079f56070b8' 'abe8ebb7837d42b38199340c0962cb7a'
 '7579a480241f48b6abacacc603c872b2' '327e4282eb044955b0fcd4f8df0cc480']",0550fae2192e878e23c1d879d621183b
0746450d669c01d40085ca03961aec7f,"['b45241d70f0e43fca764df95b2b81f77' '9646481f66ce4fd2b08c2eddda42fc82'
 'f9005e5c01b44bb489f7112322fd1162' '23becf8c6fca4f47a53ec4883d4bf63f'
 '80a04aa18cd649d584292f23b10c0727' 'cd7f555e4ab948ba94bade14e262ff84'
 '86cd53087b2542f898d6cecca31e6145' '5dc3480806b04fdd8089a3be46e22540'
 '50c91820a91f488d8606198540aba894' 'a38eace89e7e40de8f007fde24597e9e']",0746450d669c01d40085ca03961aec7f
09d990691c92e8b62a1dd23f964bc150,"['b45241d70f0e43fca764df95b2b81f77' '9646481f66ce4fd2b08c2eddda42fc82'
 'eae5dbff400547a0ba1447d3d717f2ab' 'b5711058b55c439786dd55923d4b270c'
 'f50c821b50974caca93de3125709f095' '177e63ae5de940928de74cf2a00c2c93'
 '665fb9f00ec64aae8c002e8f06dd3f77' '14ad79ba9d224e1ebfc90e99a1761b5f']",09d990691c92e8b62a1dd23f964bc150
09f49c983c8563b7a3f8b046f866d42c,"['b45241d70f0e43fca764df95b2b81f77' 'dbe9063124d047dc8d6fcaeadcda038f'
 'df0c1445630e4d8faa271ec9c7a7fd77' 'c930833cd9354aaaa9ededbe313b97c7'
 'cc5a77766af74acf9f5c73b208c4e8d1']",09f49c983c8563b7a3f8b046f866d42c
0b65736f00a84906db87f3de2fd1e757,"['b45241d70f0e43fca764df95b2b81f77' '1eb829d0ace042089f0746f78729696c'
 '186e60d2176547bf84e5bf87bd16bb40' '37df9f0676344c0c9ddb4b21fa09b8c2'
 '437bdeb7ba574b58861fbdaf1cb7e114' '811df8e151364339badc2680d250195b'
 '4759142181b6420985740f86a6e6a6d3' '4b338944274544248e7c08b6ed4e61fb']",0b65736f00a84906db87f3de2fd1e757
0d0fb9f150d5176a769ca73ec962f97a,"['b45241d70f0e43fca764df95b2b81f77' '404309e89a5241d6bff42c05a45df206'
 'd005bf75c31d4848ad7041f39651e59c' 'f9005e5c01b44bb489f7112322fd1162'
 '0523ed6330f4429f8468f5b49169c940' 'fb99fc898d9a4820bef36360613f03f6'
 'b25e88a6debc421d8e031c85a8f564a5' 'e7b190c2451c4168bbbd87d9b954e74c'
 '48c1546721e34023aa52fb632df0ebbe' '91ee7711617b4a18b3b3b216ddc8dc96'
 '86355651c9bb4820870218527e5cc981']",0d0fb9f150d5176a769ca73ec962f97a
0dae69a5ba3c77df65bd89adb43a5ae1,"['b45241d70f0e43fca764df95b2b81f77' '9646481f66ce4fd2b08c2eddda42fc82'
 '79bd39b0426a41f78548e393da6c3a66' '4bf6fe321c9e4ba4a3f46ba1f1ec7001'
 '376e78aeeec5445f93994bc2cdda6fd8' '0b20225664fc42f7bfb8145018bbee9e'
 'a1e5756ef6f14edca8babee0e5b262f0' '204867b4bf014622869aefae38f334a8'
 'aafe48c75ed146209bf883d5107186dd']",0dae69a5ba3c77df65bd89adb43a5ae1
0e36c24833bdc4b2cc21f5d6a3a4824d,"['b45241d70f0e43fca764df95b2b81f77' 'eae5dbff400547a0ba1447d3d717f2ab'
 'd1a030a09c294973b8f406bbc7c73af0' '046700193aed4d97a7caf618efdc2340'
 'f7a0d7fa60f049d3ac4bc31d34d93cea' '3c1c799e73a24a4486148ac44d2825ac'
 '71c81b320cd54be2a4fcd61d0cf172df' '7f152282c987447f8d5c1793e0d6f171'
 '7c7f38b74e454739a8bc8704a17fadb1' 'e6a68881ad2d42ef9d64bc15c58d9ec4']",0e36c24833bdc4b2cc21f5d6a3a4824d
0efccf6c53763e4a895308ea861601ae,"['b45241d70f0e43fca764df95b2b81f77' '273daeec8cad41e6b3e450447db58ee7'
 '1eb829d0ace042089f0746f78729696c' 'eae5dbff400547a0ba1447d3d717f2ab'
 '140eefdeb49f4bfa8740b2dffb72b2cd' '0034105986244f109eaa58506881d3f4'
 'bb5dd7e1324f4a1e8412965bde736a05' '0c3d50c17b604469b5ee68666e19daa7'
 '2d5dfd3eebfd489abeebde3ad620e1b0' '11e4760381d341fab6e32f9f9b16a7e2'
 '83c1ef2840df4826b1d4f323822f1817' 'c1991abdc169470790ae279fb85b9669']",0efccf6c53763e4a895308ea861601ae
0f5591d58e76bc885176c1c665d8b553,"['b45241d70f0e43fca764df95b2b81f77' 'b785a9025069417f94950ad231bb1441'
 '3b6cd96a27304614850709aba1c9598b' 'd54956b79dd147f894b67a8b97dcbef0'
 '958beecdb5bb4060948415ffd75d2b03']",0f5591d58e76bc885176c1c665d8b553
106cfcdf193f9f3934b5ea84ab9dc873,"['b45241d70f0e43fca764df95b2b81f77' '4b194d02c6984348ad4f574999e1e84c'
 'c4f6ee9cd2a84a62beb50cb61b79df4f' '51e8da1d221e4b5f8b386357faa9288b'
 '1ff940be92544d14b156f56246c1c987']",106cfcdf193f9f3934b5ea84ab9dc873
110879748fe780c7088d4d56a2d62339,"['b45241d70f0e43fca764df95b2b81f77' 'b66b4a2ce0e944fd98496859cf6a4a90'
 'eeecbfdd4d8446c9891ce34cd30a5f11' '85b41f1fe7c6449ab59f2d92a63239a6'
 'e22e07fccc674aadae1807f535de0fba' '05335099337a4000aba525650c4d85ca'
 'ad07061f813f42c4ae770ff8ffcef6ec' 'a7d2dbc890be498ab81ac56f17a81f7e']",110879748fe780c7088d4d56a2d62339
148bfe9a9fc2d34a11533d4fb9089ab6,"['b45241d70f0e43fca764df95b2b81f77' '80a48cca46c74b8e8ff3c0d55ce87c7d'
 '6a1beed851d1435ea145ae48343e7367' 'ac7d62a938f94b039d8455d8615be2db'
 'c761cce09bde4f15903f1d6e99cd40a0' 'ee8f756703724975993b455d5486ee38'
 '5b035b44fe0043ad9d58d49d60e9f5f7' '315221b501dd4bd384bd0af791252955']",148bfe9a9fc2d34a11533d4fb9089ab6
177ddfc11491b5da310148e202b2901d,"['b45241d70f0e43fca764df95b2b81f77' 'b61dfd0b24664f37af4046bdf0cb7b19'
 'eeecbfdd4d8446c9891ce34cd30a5f11' 'a7fa13389019457b83e14807a2f79e40'
 '72bae03dbd5a43479f7f8a88a389806e' '4a557fef1a52435a99cd85b56cd662fe'
 '889f0bb1f85c454aadfe8a93ed57eee2' 'f50ebcba2f384fc28373435ce7764df7'
 'cbfc6e9b2b374972a0530ae5aa302ccd' '81df4367f4b94096b526f15c02f52050']",177ddfc11491b5da310148e202b2901d
18a4f18258bd2b5eeed5ed9649b0da58,"['b45241d70f0e43fca764df95b2b81f77' '9646481f66ce4fd2b08c2eddda42fc82'
 'eae5dbff400547a0ba1447d3d717f2ab' '140eefdeb49f4bfa8740b2dffb72b2cd'
 'd2d83bf66706425d82efd7e396126cc8' '3bf1a546cd894aa0b0f33a2c29cb2eb6'
 '945f5c535d914d22b34b8814ce215881' '0564826caf1c42628252c5f873b60e3f'
 'c50a7c2805bd4b548aad1fa778574a9c' '234f4d8b0768441a83dfbf13912ef152'
 'b7aeded95aa04e4da516f82b29bbfdb2' 'be119d11a68a453d8ed6abfa06fbc238'
 'a97204b3f10143e29d919d5b0bfeb416' '44ceed93dfc843dd8a31d349b2f590f5']",18a4f18258bd2b5eeed5ed9649b0da58
1ad6712245675d1dafff5e62acb9ca10,"['b45241d70f0e43fca764df95b2b81f77' 'e2e20b798a7e4e9ba0ed11f52f55584f'
 'e6027a826590433389a8cc8abde15eaf' 'f2c07ba0db0a46c8a4cf50ca62fc7c25'
 '69c54699450b47f2bc95291c7c2fd829' '4c89ae7a1bf441fbba5c55722ffee598'
 'f25f390dd85d4b37913ba3fa2d6eaebf' '12607b942f1c4e84970291aacabcf184'
 'd8ef5ae38af943fbac769d0f55da6778']",1ad6712245675d1dafff5e62acb9ca10
1efa08580c30d6e7fd338c5d2b83a227,"['b45241d70f0e43fca764df95b2b81f77' '1eb829d0ace042089f0746f78729696c'
 'eae5dbff400547a0ba1447d3d717f2ab' 'b808385cf20c48638671607c89cdeb26'
 '87348de9087640709a503a6e658362a9' 'cbb44ab060884cc9ab9c4aea5b941786'
 '085150d390ac464c99f0156d9225909c' 'ae8b3e1b85ad43dd9215178fafb5d783'
 'ea16fe2d6bdb40adaf8a51bd17ac1a65' '3cc1cda022444d898bad9fdb9388e82c'
 'f8a8b45984404589abbbd8501eec2f0c' 'eb6fd90429714dca9283649535594ac7'
 'eae131106cd141da88ef64ed9526953e' '7ada18abd34b43babb4113d4bd55c993'
 '8dc4aba6544e49c79e8249a7da80ea1a']",1efa08580c30d6e7fd338c5d2b83a227
24a2818b02b050c5dd7a79a4ef76c2d0,"['b45241d70f0e43fca764df95b2b81f77' 'e7ffaee9d31d4d3c96e04f911d0a8f9e'
 'f7e11b0e297a44a896dc67928368f600' '1fd3fa8bb5a2408790042ab9573779ee'
 '27f9fbe6ad8c4a8b9acee0d3596ed57c' 'e1fd0e904a53409aada44442f23a51cb'
 'de988724cfdf45cebfba3b13c43ceede' '96aad7cb4b7d40e9b7e13b94a67af206'
 'c9632a35146940c2a86167c7726d35e9' '9646481f66ce4fd2b08c2eddda42fc82'
 'd91a266f766b4737a06b0fda588ba40b' 'bc0e3f075a4c4ebbb7c7b152b65a5625']",24a2818b02b050c5dd7a79a4ef76c2d0
261cca33cfbf2e74aebd5be58fbc5317,"['b45241d70f0e43fca764df95b2b81f77' '9646481f66ce4fd2b08c2eddda42fc82'
 '1f09114c97504b018e858edfc01f4ff3' '528ccdd8012c444786a630f6176fce9b'
 'a7879dabe4d54224a75686ba71885b48' '3dc09cd2e9d74c1aa2fc2f0d66a7d92b'
 'c273f19784354227bfd5d7993e4a73a2' 'ae0303d5491a4977b3e6320bd85486b9'
 '16d38f5457c84c75a3ceaeab54ad29a3' 'aab040d11ad04cc6b493e9b1ecc3cf88'
 '8116d82da72045a1b5d6f9166b2aa889' 'ac32351acad14161baa93c8dec376e55'
 'ed2ae470d2fb4ab6ad5dda74fa1329c7' '6db5dc420a4547ddae9cee213279f2c8'
 'efaa05b5c50d4825afdb062cdaacd7b6']",261cca33cfbf2e74aebd5be58fbc5317
28bbd2e010761f91e3e973bc76f0a862,"['b45241d70f0e43fca764df95b2b81f77' '0b20225664fc42f7bfb8145018bbee9e'
 'b808385cf20c48638671607c89cdeb26' '21939b956516471b8a42515fbbae61ea'
 '752ff7eba36d46c0a613c634cf61bc8a' '3ab5706662644a50b9acca6c2bdf29a2'
 '400766d867154990adc16f4b14006846' '7dc7ed412df0400584bde219e2f0111c'
 '7462749af0f54bce8cf611a9ee8dbbb6' '5fd5ca9161cd4c1eb12bc98b931c1b05'
 'eb892abb8a6446029a18d62b1ce50884']",28bbd2e010761f91e3e973bc76f0a862
2d7baecec3d4f18d23993b77992a48ad,"['b45241d70f0e43fca764df95b2b81f77' '04dbbb2283b845baaeac0eaf0c34c9da'
 'eae5dbff400547a0ba1447d3d717f2ab' 'b808385cf20c48638671607c89cdeb26'
 '140eefdeb49f4bfa8740b2dffb72b2cd' '80a9b507375a42a38b3670066337c7c3'
 '250b18ebf9d148279445738c753d40eb' '5002806e05224748a09fedd7996e3517'
 '8e7f0ecb1e504c23bd9bb71973d5968e' '65a3024dcc584156be7df390848db9b1']",2d7baecec3d4f18d23993b77992a48ad
2faf26cd5a70f067c8111bf5f59b1dfe,"['b45241d70f0e43fca764df95b2b81f77' '9646481f66ce4fd2b08c2eddda42fc82'
 '21f7415fd74c4de191d2b8b455ec97c7' '9ac5ee68f0d048249b2c015048e95e43'
 '3f18c5d5714c43b4a338980e39255d6b' '93e15e2bdb9045858bba9e816ec96aac'
 '209a7d5da0e84f6dab98034180c1cc57' 'e3e6f556e9914fcc8e268d04ba72621f'
 '2332251bec964d87b190b61a9106e9e9' '2990633cc71e49da96a9284c59aea042'
 '3855e07305a54e88924b30717aa2bcc8' 'f091e58cfdb34f7da5acd0a4a12b6f3b'
 'e3bc5acdb4df40ddb195dfdae59d4890' '3877a69a72c441428e0050181e11cdf4'
 '9aebed6878a440b98102eff232288146' '513273f9ece74cba8c53fc6b53833f85']",2faf26cd5a70f067c8111bf5f59b1dfe
306938215b65ac02f3f479e8766b3b8c,"['b45241d70f0e43fca764df95b2b81f77' 'ac7c4df296aa4c019f293685269e6768'
 '082e7f48cfef4059810573974e904e9e' 'ec59d0513d964a23a749a6f66a69b924'
 '35392132409d4fcdaa5efb4458dea0e1' '2c4f38b87e694162932e7eb6b98be0bf']",306938215b65ac02f3f479e8766b3b8c
31f86d5cc86e0988713999c3a784a2de,"['b45241d70f0e43fca764df95b2b81f77' '3671ea0dd4e84c1a9b02c5ab2c8f4bac'
 'c077d92b48b6477db91e1a0460600f52' '36157af5685d408799cdba038e7427e6'
 'a7888a842102407584d9097cb3649a85' '741d6088ab794c3ba7e0414e43e5e403'
 '90d11e5cc63d4a22b76815b81991453a' 'bb12b787bcc243f1ad8cc3100880cafd'
 '07ed0e43ee6545d9920a707b57b51baf' '2c7593d35d574c55a7fba0778385f2b2']",31f86d5cc86e0988713999c3a784a2de
3264384dc960fdaa65af8ae9e4d82d00,"['b45241d70f0e43fca764df95b2b81f77' '04dbbb2283b845baaeac0eaf0c34c9da'
 '1eb829d0ace042089f0746f78729696c' 'f9005e5c01b44bb489f7112322fd1162'
 '2087291be35447268a45622f4740360e' 'eae5dbff400547a0ba1447d3d717f2ab'
 'b808385cf20c48638671607c89cdeb26' '8a0b55724b664500a385a735551374cf'
 '80a9b507375a42a38b3670066337c7c3' '65a3024dcc584156be7df390848db9b1'
 'a3d2de8c4dc248ba875a4a4b283c1360' '00ef5a5bcb39476bb384d3a7a6ffe34b'
 '8b56596338d3489e831b77aa98a6cc37']",3264384dc960fdaa65af8ae9e4d82d00
33e7b729ed349a4eef81f2cc77dc1515,"['b45241d70f0e43fca764df95b2b81f77' '9646481f66ce4fd2b08c2eddda42fc82'
 '1eb829d0ace042089f0746f78729696c' 'eae5dbff400547a0ba1447d3d717f2ab'
 'b808385cf20c48638671607c89cdeb26']",33e7b729ed349a4eef81f2cc77dc1515
