id,chunk,chunk_id,document_ids,n_tokens
4cf772ca8a1ffad729902e9b630e1ec0,"Developing GraphRAG
Requirements
Name	Installation	Purpose
Python 3.10-3.12	Download	The library is Python-based.
Poetry	Instructions	Poetry is used for package management and virtualenv management in Python codebases
Getting Started
Install Dependencies
# Install Python dependencies.
poetry install

Execute the Indexing Engine
poetry run poe index <...args>

Executing Queries
poetry run poe query <...args>

Azurite
Some unit and smoke tests use Azurite to emulate Azure resources. This can be started by running:

./scripts/start-azurite.sh

or by simply running azurite in the terminal if already installed globally. See the Azurite documentation for more information about how to install and use Azurite.

Lifecycle Scripts
Our Python package utilizes Poetry to manage dependencies and poethepoet to manage build scripts.

Available scripts are:

poetry run poe index - Run the Indexing CLI
poetry run poe query - Run the Query CLI
poetry build - This invokes poetry build, which will build a wheel file and other distributable artifacts.
poetry run poe test - This will execute all tests.
poetry run poe test_unit - This will execute unit tests.
poetry run poe test_integration - This will execute integration tests.
poetry run poe test_smoke - This will execute smoke tests.
poetry run poe check - This will",4cf772ca8a1ffad729902e9b630e1ec0,['1360b438089091252bb82ed740bce5a6'],300
563caa38fe33c495449888d62950b959," CLI
poetry run poe query - Run the Query CLI
poetry build - This invokes poetry build, which will build a wheel file and other distributable artifacts.
poetry run poe test - This will execute all tests.
poetry run poe test_unit - This will execute unit tests.
poetry run poe test_integration - This will execute integration tests.
poetry run poe test_smoke - This will execute smoke tests.
poetry run poe check - This will perform a suite of static checks across the package, including:
formatting
documentation formatting
linting
security patterns
type-checking
poetry run poe fix - This will apply any available auto-fixes to the package. Usually this is just formatting fixes.
poetry run poe fix_unsafe - This will apply any available auto-fixes to the package, including those that may be unsafe.
poetry run poe format - Explicitly run the formatter across the package.
Troubleshooting
""RuntimeError: llvm-config failed executing, please point LLVM_CONFIG to the path for llvm-config"" when running poetry install
Make sure llvm-9 and llvm-9-dev are installed:

sudo apt-get install llvm-9 llvm-9-dev

and then in your bashrc, add

export LLVM_CONFIG=/usr/bin/llvm-config-9

""numba/_pymodule.h:6:10: fatal error: Python.h: No such file or directory"" when running",563caa38fe33c495449888d62950b959,['1360b438089091252bb82ed740bce5a6'],300
0dc1f5e4f8fb5903f12acf8e141fb205,"leshooting
""RuntimeError: llvm-config failed executing, please point LLVM_CONFIG to the path for llvm-config"" when running poetry install
Make sure llvm-9 and llvm-9-dev are installed:

sudo apt-get install llvm-9 llvm-9-dev

and then in your bashrc, add

export LLVM_CONFIG=/usr/bin/llvm-config-9

""numba/_pymodule.h:6:10: fatal error: Python.h: No such file or directory"" when running poetry install
Make sure you have python3.10-dev installed or more generally python<version>-dev

sudo apt-get install python3.10-dev

LLM call constantly exceeds TPM, RPM or time limits
GRAPHRAG_LLM_THREAD_COUNT and GRAPHRAG_EMBEDDING_THREAD_COUNT are both set to 50 by default. You can modify this values to reduce concurrency. Please refer to the Configuration Documents",0dc1f5e4f8fb5903f12acf8e141fb205,['1360b438089091252bb82ed740bce5a6'],187
e6fa3bdaf65c92df6b3430f02804321a,"Welcome to GraphRAG
👉 Microsoft Research Blog Post
👉 GraphRAG Accelerator
👉 GitHub Repository
👉 GraphRAG Arxiv

Figure 1: LLM-generated knowledge graph built from a private dataset using GPT-4 Turbo.

Figure 1: An LLM-generated knowledge graph built using GPT-4 Turbo.

GraphRAG is a structured, hierarchical approach to Retrieval Augmented Generation (RAG), as opposed to naive semantic-search approaches using plain text snippets. The GraphRAG process involves extracting a knowledge graph out of raw text, building a community hierarchy, generating summaries for these communities, and then leveraging these structures when perform RAG-based tasks.

To learn more about GraphRAG and how it can be used to enhance your LLMs ability to reason about your private data, please visit the Microsoft Research Blog Post.

Solution Accelerator 🚀
To quickstart the GraphRAG system we recommend trying the Solution Accelerator package. This provides a user-friendly end-to-end experience with Azure resources.

Get Started with GraphRAG 🚀
To start using GraphRAG, check out the Get Started guide. For a deeper dive into the main sub-systems, please visit the docpages for the Indexer and Query packages.

GraphRAG vs Baseline RAG 🔍
Retrieval-Augmented Generation (RAG) is a technique to improve LLM outputs using real-world information.",e6fa3bdaf65c92df6b3430f02804321a,['150280be206221851ba72cf9f14d5667'],300
32603b739bed06b4695b0cc3915b2c4b," Solution Accelerator package. This provides a user-friendly end-to-end experience with Azure resources.

Get Started with GraphRAG 🚀
To start using GraphRAG, check out the Get Started guide. For a deeper dive into the main sub-systems, please visit the docpages for the Indexer and Query packages.

GraphRAG vs Baseline RAG 🔍
Retrieval-Augmented Generation (RAG) is a technique to improve LLM outputs using real-world information. This technique is an important part of most LLM-based tools and the majority of RAG approaches use vector similarity as the search technique, which we call Baseline RAG. GraphRAG uses knowledge graphs to provide substantial improvements in question-and-answer performance when reasoning about complex information. RAG techniques have shown promise in helping LLMs to reason about private datasets - data that the LLM is not trained on and has never seen before, such as an enterprise’s proprietary research, business documents, or communications. Baseline RAG was created to help solve this problem, but we observe situations where baseline RAG performs very poorly. For example:

Baseline RAG struggles to connect the dots. This happens when answering a question requires traversing disparate pieces of information through their shared attributes in order to provide new synthesized insights.
Baseline RAG performs poorly when being asked to holistically understand summarized semantic concepts over large data collections or even singular large documents.
To address this, the tech community is working to develop methods",32603b739bed06b4695b0cc3915b2c4b,['150280be206221851ba72cf9f14d5667'],300
d441b136505c273cf3577b6867e872e4," communications. Baseline RAG was created to help solve this problem, but we observe situations where baseline RAG performs very poorly. For example:

Baseline RAG struggles to connect the dots. This happens when answering a question requires traversing disparate pieces of information through their shared attributes in order to provide new synthesized insights.
Baseline RAG performs poorly when being asked to holistically understand summarized semantic concepts over large data collections or even singular large documents.
To address this, the tech community is working to develop methods that extend and enhance RAG. Microsoft Research’s new approach, GraphRAG, uses LLMs to create a knowledge graph based on an input corpus. This graph, along with community summaries and graph machine learning outputs, are used to augment prompts at query time. GraphRAG shows substantial improvement in answering the two classes of questions described above, demonstrating intelligence or mastery that outperforms other approaches previously applied to private datasets.

The GraphRAG Process 🤖
GraphRAG builds upon our prior research and tooling using graph machine learning. The basic steps of the GraphRAG process are as follows:

Index
Slice up an input corpus into a series of TextUnits, which act as analyzable units for the rest of the process, and provide fine-grained references into our outputs.
Extract all entities, relationships, and key claims from the TextUnits using an LLM.
Perform a hierarchical clustering of the graph using the Leiden technique. To see this visually, check out",d441b136505c273cf3577b6867e872e4,['150280be206221851ba72cf9f14d5667'],300
369b39fdfd649d6df32a5d7b4cc559b7," our prior research and tooling using graph machine learning. The basic steps of the GraphRAG process are as follows:

Index
Slice up an input corpus into a series of TextUnits, which act as analyzable units for the rest of the process, and provide fine-grained references into our outputs.
Extract all entities, relationships, and key claims from the TextUnits using an LLM.
Perform a hierarchical clustering of the graph using the Leiden technique. To see this visually, check out Figure 1 above. Each circle is an entity (e.g., a person, place, or organization), with the size representing the degree of the entity, and the color representing its community.
Generate summaries of each community and its constituents from the bottom-up. This aids in holistic understanding of the dataset.
Query
At query time, these structures are used to provide materials for the LLM context window when answering a question. The primary query modes are:

Global Search for reasoning about holistic questions about the corpus by leveraging the community summaries.
Local Search for reasoning about specific entities by fanning-out to their neighbors and associated concepts.
Prompt Tuning
Using GraphRAG with your data out of the box may not yield the best possible results. We strongly recommend to fine-tune your prompts following the Prompt Tuning Guide in our documentation.",369b39fdfd649d6df32a5d7b4cc559b7,['150280be206221851ba72cf9f14d5667'],267
849698743b07680402ff8572b1c6c469," corpus by leveraging the community summaries.
Local Search for reasoning about specific entities by fanning-out to their neighbors and associated concepts.
Prompt Tuning
Using GraphRAG with your data out of the box may not yield the best possible results. We strongly recommend to fine-tune your prompts following the Prompt Tuning Guide in our documentation.",849698743b07680402ff8572b1c6c469,['150280be206221851ba72cf9f14d5667'],67
f8cf53ce98a8bc52581f7907ad98ef70,"Query Engine 🔎
The Query Engine is the retrieval module of the Graph RAG Library. It is one of the two main components of the Graph RAG library, the other being the Indexing Pipeline (see Indexing Pipeline). It is responsible for the following tasks:

Local Search
Global Search
Question Generation
Local Search
Local search method generates answers by combining relevant data from the AI-extracted knowledge-graph with text chunks of the raw documents. This method is suitable for questions that require an understanding of specific entities mentioned in the documents (e.g. What are the healing properties of chamomile?).

For more details about how Local Search works please refer to the Local Search documentation.

Global Search
Global search method generates answers by searching over all AI-generated community reports in a map-reduce fashion. This is a resource-intensive method, but often gives good responses for questions that require an understanding of the dataset as a whole (e.g. What are the most significant values of the herbs mentioned in this notebook?).

More about this can be checked at the Global Search documentation.

Question Generation
This functionality takes a list of user queries and generates the next candidate questions. This is useful for generating follow-up questions in a conversation or for generating a list of questions for the investigator to dive deeper into the dataset.

Information about how question generation works can be found at the Question Generation documentation page.

Local Search 🔎
Entity-based Reasoning
The local search method combines structured data from the knowledge graph",f8cf53ce98a8bc52581f7907ad98ef70,['217bd625ebb21f3343be31530abac558'],300
364624242a84e1859e758069d914d8c8," in this notebook?).

More about this can be checked at the Global Search documentation.

Question Generation
This functionality takes a list of user queries and generates the next candidate questions. This is useful for generating follow-up questions in a conversation or for generating a list of questions for the investigator to dive deeper into the dataset.

Information about how question generation works can be found at the Question Generation documentation page.

Local Search 🔎
Entity-based Reasoning
The local search method combines structured data from the knowledge graph with unstructured data from the input documents to augment the LLM context with relevant entity information at query time. It is well-suited for answering questions that require an understanding of specific entities mentioned in the input documents (e.g., “What are the healing properties of chamomile?”).

Methodology
Entity
Description
Embedding
Entity-Text
Unit Mapping
Ranking +
Filtering
Entity-Report
Mapping
Ranking +
Filtering
Entity-Entity
Relationships
Ranking +
Filtering
Entity-Entity
Relationships
Ranking +
Filtering
Entity-Covariate
Mappings
Ranking +
Filtering
User Query
.1
Conversation
History
Extracted Entities
.2
Candidate
Text Units
Prioritized
Text Units
.3
Candidate
Community Reports
Prioritized
Community Reports
Candidate
Entities
Prioritized
Entities
Candidate
Relationships
Prioritized
Relationships
Candidate
Covariates",364624242a84e1859e758069d914d8c8,['217bd625ebb21f3343be31530abac558'],300
3a0742c280217fe600b9af2d06b58eea,"Ranking +
Filtering
Entity-Entity
Relationships
Ranking +
Filtering
Entity-Covariate
Mappings
Ranking +
Filtering
User Query
.1
Conversation
History
Extracted Entities
.2
Candidate
Text Units
Prioritized
Text Units
.3
Candidate
Community Reports
Prioritized
Community Reports
Candidate
Entities
Prioritized
Entities
Candidate
Relationships
Prioritized
Relationships
Candidate
Covariates
Prioritized
Covariates
Conversation History
Response
Local Search Dataflow
Given a user query and, optionally, the conversation history, the local search method identifies a set of entities from the knowledge graph that are semantically-related to the user input. These entities serve as access points into the knowledge graph, enabling the extraction of further relevant details such as connected entities, relationships, entity covariates, and community reports. Additionally, it also extracts relevant text chunks from the raw input documents that are associated with the identified entities. These candidate data sources are then prioritized and filtered to fit within a single context window of pre-defined size, which is used to generate a response to the user query.

Configuration
Below are the key parameters of the LocalSearch class:

llm: OpenAI model object to be used for response generation
context_builder: context builder object to be used for preparing context data from collections of knowledge model objects
system_prompt: prompt template used to generate the search",3a0742c280217fe600b9af2d06b58eea,['217bd625ebb21f3343be31530abac558'],300
25797740f434cc2bf16365fc498791f6," documents that are associated with the identified entities. These candidate data sources are then prioritized and filtered to fit within a single context window of pre-defined size, which is used to generate a response to the user query.

Configuration
Below are the key parameters of the LocalSearch class:

llm: OpenAI model object to be used for response generation
context_builder: context builder object to be used for preparing context data from collections of knowledge model objects
system_prompt: prompt template used to generate the search response. Default template can be found at system_prompt
response_type: free-form text describing the desired response type and format (e.g., Multiple Paragraphs, Multi-Page Report)
llm_params: a dictionary of additional parameters (e.g., temperature, max_tokens) to be passed to the LLM call
context_builder_params: a dictionary of additional parameters to be passed to the context_builder object when building context for the search prompt
callbacks: optional callback functions, can be used to provide custom event handlers for LLM's completion streaming events
How to Use
An example of a local search scenario can be found in the following notebook.

Question Generation ❔
Entity-based Question Generation
The question generation method combines structured data from the knowledge graph with unstructured data from the input documents to generate candidate questions related to specific entities.

Methodology
Given a list of prior user questions, the question generation method uses the same context-building approach employed in local search to extract and prioritize relevant structured and",25797740f434cc2bf16365fc498791f6,['217bd625ebb21f3343be31530abac558'],300
1415949832ba3fee570ea961998a8ac4," custom event handlers for LLM's completion streaming events
How to Use
An example of a local search scenario can be found in the following notebook.

Question Generation ❔
Entity-based Question Generation
The question generation method combines structured data from the knowledge graph with unstructured data from the input documents to generate candidate questions related to specific entities.

Methodology
Given a list of prior user questions, the question generation method uses the same context-building approach employed in local search to extract and prioritize relevant structured and unstructured data, including entities, relationships, covariates, community reports and raw text chunks. These data records are then fitted into a single LLM prompt to generate candidate follow-up questions that represent the most important or urgent information content or themes in the data.

Configuration
Below are the key parameters of the Question Generation class:

llm: OpenAI model object to be used for response generation
context_builder: context builder object to be used for preparing context data from collections of knowledge model objects, using the same context builder class as in local search
system_prompt: prompt template used to generate candidate questions. Default template can be found at system_prompt
llm_params: a dictionary of additional parameters (e.g., temperature, max_tokens) to be passed to the LLM call
context_builder_params: a dictionary of additional parameters to be passed to the context_builder object when building context for the question generation prompt
callbacks: optional callback functions, can be used to provide custom event handlers for L",1415949832ba3fee570ea961998a8ac4,['217bd625ebb21f3343be31530abac558'],300
